id;reg_num;expiration;mark;type;manufacturer;owner;group_name;how_to_use;atx_code;name;condition
7;DV/X 10840/01/25;31.01.2030;Айлайк;Порошок шипучий для приготовления раствора для приёма внутрь;Avantika Medex Pvt. Ltd. Индия;Avantika Medex Pvt. Ltd. Индия;Препараты для лечения заболеваний связанных с нарушением кислотности. Антациды;Внутри пищеводное введения;A02A;Антациды;Без рецепта
8;DV/M 01483/05/17;19.07.2027;АЛЮЗИД;Суспензия;СП ООО Remedy Group Узбекистан;СП ООО Remedy Group Узбекистан;Антацидное средство;Внутрь;A02AX;Антациды в комбинации с другими средствами;Без рецепта
9;DV/X 10388/05/23;05.05.2028;РЕФАЦИД;Суспензия для приёма внутрь;Vefa Ilaç Sanayi ve Ticaret A. Ş. Турция;LTD AVITA Азербайджан;Антацидное средство;Внутрь;A02BX;Другие препараты для лечения язвенной болезни желудка и двенадцатиперстной кишки и ГЭРБ;Без рецепта
10;DV/X 10878/03/25;07.03.2030;Гастал®;Таблетки для рассасывания;d.o.o. PLIVA HRVATSKA Хорватия;Teva Pharmaceutical Industries LTD Израиль;Препараты для лечения заболеваний связанных с нарушением кислотности. Антациды. Комбинация препаратов алюминия, кальция и магния;Внутрь;A02AD01;Простое сочетание солей;Без рецепта
1;DV/M 00739/04/16;23.04.2026;АСКОРУТИН;Таблетки;АО O´zkimyofarm им. С.К. Исламбекова Узбекистан;АО O´zkimyofarm им. С.К. Исламбекова Узбекистан;Витамины;Внутрь;C05CA51;Рутозид в комбинации со средствами;Без рецепта
2;DV/X 03596/09/17;30.09.2027;АСКОРУТИН;Таблетки;ЧАО Технолог Украина;ЧАО Технолог Украина;Витамин;Внутрь;C05CA51;Рутозид в комбинации со средствами;Без рецепта
3;DV/M 00938/08/16;10.09.2026;АСКОРУТИН;Таблетки;ООО Herbal Pharma Узбекистан;ООО Herbal Pharma Узбекистан;Витамины;Внутрь;C05CA51;Рутозид в комбинации со средствами;Без рецепта
4;DV/M 01059/10/16;05.11.2026;АСВИКАП-LIK;Капли для приема внутрь;ООО Lekinterkaps Узбекистан;ООО Lekinterkaps Узбекистан;Витамин;Внутрь;A11AA01;Поливитамины и железо;Без рецепта
5;DV/M 01529/05/17;25.05.2027;ШИПОВНИКА ПЛОДЫ;Лекарственное растительное сырье;ЧП GERBOFARM Узбекистан;ЧП GERBOFARM Узбекистан;Витамин;Внутрь;;;Без рецепта
6;DV/M 01356/03/17;25.05.2027;Неовит В6;Таблетки;ООО ATM Pharm Узбекистан;ООО ATM Pharm Узбекистан;Витамин;Внутрь;A11HA02;Пиридоксин;Без рецепта
7;DV/M 01663/07/17;19.07.2027;АСКОРУТИН;Таблетки;ООО radiks Узбекистан;ООО radiks Узбекистан;Витамин;Внутрь;C05CA51;Рутозид в комбинации со средствами;Без рецепта
8;DV/X 05271/11/18;01.07.2030;АСКОРБИНОВАЯ КИСЛОТА;драже;АО Алтайвитамины Российская Федерация;АО Алтайвитамины Российская Федерация;Витамин;Внутрь;A11GA01;Аскорбиновая кислота;Без рецепта
9;DV/X 03053/06/17;16.06.2027;ФОЛИСПЕЙ;Таблетки;LTD Replek Farm Skopje Македония;LTD Spey Medical Великобритания;Витамин;Внутрь;B03BB01;Фолиевая кислота;Без рецепта
10;DV/M 01829/09/17;14.10.2027;ВИТАМИН Е-LIK;Капсулы;ООО Lekinterkaps Узбекистан;ООО Lekinterkaps Узбекистан;Витамин;Внутрь;A11HA03;Витамин Е;Без рецепта
11;DV/M 02114/05/18;31.05.2029;ТОРИВИТ;Таблетки;ООО Dentafill Plyus2 Узбекистан;DENTAFILL PLYUS MCHJ;Витамин;Внутрь;A11AA;Поливитамины в комбинации с минеральными веществами;Без рецепта
12;DV/M 01828/09/17;02.08.2027;АЕВИТ-LIK;Капсулы;ООО Lekinterkaps Узбекистан;ООО Lekinterkaps Узбекистан;Витамины;Внутрь;A11A;Поливитамины в комбинации со средствами;Без рецепта
13;DV/X 03962/01/18;19.07.2029;ПАНТОГАР®;Капсулы;Acino Pharma AG Швейцария;Merz Pharmaceuticals GmbH Германия;Витамины;Внутрь;A11JC;;Без рецепта
14;DV/X 00898/10/15;30.11.2026;НУТРИ-Д3;Капсулы;Pvt. Ltd. Jyoti Capsules (A Unit of Jyoti Capsulations) Индия;Pvt. Ltd. Shrey Nutraceuticals & Herbals Индия;Витамин;Внутрь;A11CC05;Колекальциферол;Без рецепта
15;DV/X 00618/07/15;12.02.2026;ЗЕНВИТ;Сироп;LTD Rhydburg Pharmaceuticals Индия;LLP Rhydburg Индия;Витамины;Внутрь;A11AA;Поливитамины в комбинации с минеральными веществами;Без рецепта
16;DV/X 02353/11/16;30.11.2026;БЕНЕВРОН БФ;Таблетки покрытые кишечнорастворимой оболочкой;World Medicine Ilac San. ve Tic. A.S. Турция;World Medicine Ilac San. ve Tic. A.S. Турция;Средства, влияющие на пищеварительную систему и метаболизм. Витамины. Простые препараты, содержащие комплекс витаминов группы В.;Внутрь;A11EA;Витамины группы B;Без рецепта
17;DV/X 03877/12/17;31.01.2030;ЕНАТ;Капсулы мягкие желатиновые;Mega Lifesciences Public Company Limited Таиланд;Mega Lifesciences (Australia) Pty Ltd. Австралия;Пищеварительный тракт и обмен веществ. Витамины. Другие витаминные препараты. Витамин Е;Внутрь;A11HA03;Витамин Е;Без рецепта
18;DV/X 03765/11/17;21.12.2027;РЕВИТ;драже;ОАО Марбиофарм Российская Федерация;ОАО Марбиофарм Российская Федерация;Витамин;Внутрь;A11BA;Поливитамины;Без рецепта
19;DV/X 05866/03/19;01.03.2030;Д-ВИТ ЛАМИРА;Таблетки, покрытые пленочной оболочкой;Quest Vitamins Middle East Fze Объединённые Арабские Эмираты;Lamyra LLP Великобритания;Витамин;Внутрь;A11CC05;Колекальциферол;Без рецепта
20;DV/X 03767/11/17;21.12.2027;УНДЕВИТ;драже;ОАО Марбиофарм Российская Федерация;ОАО Марбиофарм Российская Федерация;Витамины;Внутрь;A11BA;Поливитамины;Без рецепта
21;DV/X 02438/11/16;23.12.2026;ЕНАТ;Капсулы;Mega Lifesciences Public Company Limited Таиланд;Mega Lifesciences Public Company Limited Таиланд;Витамин;Внутрь;A11HA03;Витамин Е;Без рецепта
22;DV/X 02354/11/16;30.11.2026;КОЛЕФЕР;Капли для приема внутрь;World Medicine Ilac San. ve Tic. A.S. Турция;World Medicine Ilac San. ve Tic. A.S. Турция;Витамины;Внутрь;A11CB;;Без рецепта
23;DV/X 02773/03/17;04.03.2027;ВОЛВИТ®;Таблетки, покрытые пленочной оболочкой;Kusum Healthcare Pvt. Ltd. Индия;Kusum Healthcare Pvt. Ltd. Индия;Витамины. Биотин;Внутрь;A11HA05;Биотин;Без рецепта
24;DV/X 03766/11/17;21.12.2027;ГЕКСАВИТ;драже;ОАО Марбиофарм Российская Федерация;ОАО Марбиофарм Российская Федерация;Витамины;Внутрь;A11BA;Поливитамины;Без рецепта
25;DV/X 05470/12/18;15.02.2030;АКВАДЕТРИМ® ВИТАМИН Д3;Капли для приема внутрь;Pharmaceutical Works POLPHARMA S.A.Medana Branch in Sieradz Польша;АО Химфарм Республика Казахстан;Витамин Д и его аналоги;Внутрь;A11CC05;Колекальциферол;Без рецепта
26;DV/X 03429/08/17;30.11.2027;ВИТАРИЧ;Таблетки покрытые оболочкой;Saga Lifesciences Limited Индия;LTD SAGA LIFESCIENCES Индия;Витамины;Внутрь;A11AA04;Поливитамины в комбинации с микроэлементами;Без рецепта
27;DV/X 03608/09/17;14.11.2027;АЕВИТ;Капсулы;АО Алтайвитамины Российская Федерация;АО Алтайвитамины Российская Федерация;Витамин;Внутрь;A11JA;;Без рецепта
28;DV/X 02721/02/17;14.02.2027;ПОЛИЖЕН;Капсулы;Co. E.I.P.I Египет;LTD World Medicine Великобритания;Витамины и минералы;Внутрь;A11AB;;Без рецепта
29;DV/X 00266/04/15;19.09.2030;ПИКОВИТ®;Сироп;KRKA, d.d., Novo mesto Словения;KRKA, d.d., Novo mesto Словения;Витамины;Внутрь;A11AA03;Поливитамины в комбинации с другими минералами (включая полиминералы);Без рецепта
30;DV/X 03352/07/17;14.10.2027;САНОВИТ;Сироп для приема внутрь;World Medicine Ilac San. ve Tic. A.S. Турция;World Medicine Ilac San. ve Tic. A.S. Турция;Витамины;Внутрь;A11BA;Поливитамины;Без рецепта
31;DV/X 05469/12/18;30.09.2029;Цевикап®;Капли для приёма внутрь, раствор;Pharmaceutical Works POLPHARMA S.A.Medana Branch in Sieradz Польша;АО Химфарм2 Республика Казахстан;Витамины, препараты витамина С;Внутрь;A11GA01;Аскорбиновая кислота;Без рецепта
32;DV/X 02732/02/17;29.03.2027;МАГНИКУМ;таблетки, покрытые кишечнорастворимой пленочной оболочкой;АО Киевский витаминный завод Украина;АО Киевский витаминный завод Украина;Витамин;Внутрь;A11EC;Витамины группы B в комбинации с минеральными веществами;Без рецепта
33;DV/X 08948/04/21;23.04.2026;ВИОНА® ПРЕНАТАЛ ФОРТЕ;Таблетки покрытые пленочной оболочкой;LTD Medicamen Organics Индия;SR Pharmaceutical Inds Pvt. Ltd. Индия;Витамины;Внутрь;A11AA03;Поливитамины в комбинации с другими минералами (включая полиминералы);Без рецепта
34;DV/X 03594/09/17;08.09.2027;АСКОЦИН®;Таблетки жевательные;Kusum Healthcare Pvt. Ltd. Индия;Kusum Healthcare Pvt. Ltd. Индия;Витамин;Внутрь;A11GB;Аскорбиновая кислота (витамин С) в комбинации со средствами;Без рецепта
35;DV/M 01827/09/17;20.09.2027;ВИТАМИН А-LIK;Капсулы;ООО Lekinterkaps Узбекистан;ООО Lekinterkaps Узбекистан;Витамин;Внутрь;A11CA01;Ретинол;Без рецепта
36;DV/M 03866/08/21;18.08.2026;Витамин Д3;Капли для приема внутрь;ООО Radiks Узбекистан;ООО Radiks Узбекистан;витаминный препарат;Внутрь;;;Без рецепта
37;DV/X 09521/12/21;23.12.2026;Витамин D3 Крка;Таблетки;KRKA, d.d., Novo mesto Словения;KRKA, d.d., Novo mesto' Словения;Средства, влияющие на пищеварительную систему и метаболизм. Витамин D и его аналоги;Внутрь;;;Без рецепта
38;DV/X 08964/05/21;25.05.2026;Цинковит;Таблетки жевательные;Avantika Medex Pvt. Ltd. Индия;Avantika Medex Pvt. Ltd. Индия;Витамины;Внутрь;A11GB;Аскорбиновая кислота (витамин С) в комбинации со средствами;Без рецепта
39;DV/M 04016/12/21;23.12.2026;Аскорутин;Таблетки;ООО Jayxun Invest Узбекистан;ООО Jayxun Invest Узбекистан;Витамин;Внутрь;C05CA51;Рутозид в комбинации со средствами;Без рецепта
40;DV/X 09676/03/22;04.03.2027;Биснова;Сироп;Pvt. Ltd. Enicar Pharmaceuticals Индия;Pvt. Ltd. Zieva Farm Индия;Витамины;Внутрь;A11AA04;Поливитамины в комбинации с микроэлементами;Без рецепта
41;DV/X 09562/12/21;23.12.2026;Детритол;Капли для приема внутрь;Scott-Edil Pharmacia Limited Индия;Scott-Edil Pharmacia Limited Индия;Витамины;Внутрь;A11CC05;Колекальциферол;Без рецепта
42;DV/X 09773/03/22;29.03.2027;Д3-Капс;Капсулы;УП Минскинтеркапс Республика Беларусь;УП Минскинтеркапс Республика Беларусь;Витамин Д и его аналоги. Колекальциферол;Внутрь;A11CC05;Колекальциферол;Без рецепта
43;DV/M 03983/11/21;30.11.2026;АСКОРУТИН;Таблетки;ЧП Ziyo Nur Farm Узбекистан;ЧП Ziyo Nur Farm Узбекистан;Витамин;Внутрь;C05CA51;Рутозид в комбинации со средствами;Без рецепта
44;DV/X 09536/12/21;23.12.2026;Витамин Е-WM;Капсулы;World Medicine Ilac San. ve Tic. A.S. Турция;World Medicine Ilac San. ve Tic. A.S. Турция;Витамины;Внутрь;A11HA03;Витамин Е;Без рецепта
45;DV/X 09823/04/22;27.04.2027;Д3-КАПС УЛЬТРА;Капсулы жевательные;УП Минскинтеркапс Республика Беларусь;УП Минскинтеркапс Республика Беларусь;Витамины;Внутрь;A11CC05;Колекальциферол;Без рецепта
46;DV/M 04122/05/22;25.05.2027;НОБЕВИТ-D®;Таблетки диспергируемые в полости рта;ИП ООО NOBEL PHARMSANOAT MCHJ Узбекистан;ИП ООО NOBEL PHARMSANOAT MCHJ Узбекистан;Витамин;орально;A11CC05;Колекальциферол;Без рецепта
47;DV/X 10000/07/22;19.07.2027;Д3-ВИТ;Капли для приема внутрь;ООО Фармтехнология Беларусь;ООО Фармтехнология Беларусь;Витамины;Внутрь;A11CC05;Колекальциферол;Без рецепта
48;DV/X 09840/04/22;27.04.2027;РОТАФЕР КИДС;Сироп;World Medicine Ilac San. ve Tic.1 A.S. Турция;World Medicine Ilac San. ve Tic.1 A.S. Турция;Витамины и минералы;Внутрь;A11AB;;Без рецепта
49;DV/X 09830/04/22;27.04.2027;АЛПРОВИН ПЛЮС;Таблетки покрытые пленочной оболочкой;Akriti Pharmaceuticals Pvt. Ltd. Индия;Akriti Pharmaceuticals Pvt. Ltd. Индия;Витамины;Внутрь;A11AA03;Поливитамины в комбинации с другими минералами (включая полиминералы);Без рецепта
50;DV/X 09844/04/22;27.04.2027;Д3-КАПС МАКСИМА;Капсулы;УП Минскинтеркапс Республика Беларусь;УП Минскинтеркапс Республика Беларусь;Витамин Д и его аналоги. Колекальциферол;Внутрь;A11CC05;Колекальциферол;Без рецепта
51;DV/X 09794/04/22;13.04.2027;Элевит® Пронаталь;Таблетки покрытые пленочной оболочкой;GmbH Dragenopharm Apotheker Puschl Германия;AG Bayer Consumer Care Швейцария;Витамины и минералы;Внутрь;A11AA03;Поливитамины в комбинации с другими минералами (включая полиминералы);Без рецепта
52;DV/X 09637/02/22;14.02.2027;ДЕВИТ-3;Капли для приема внутрь;DEVA HOLDING A. Ş. Турция;DEVA HOLDING A. Ş. Турция;Витамины;Внутрь;A11CC05;Колекальциферол;Без рецепта
53;DV/X 09941/06/22;29.06.2027;Ривишан;Капсулы мягкие желатиновые;Pvt. Ltd. Medgel Индия;Pvt. Ltd. Isshaan Healthcare Индия;Витамины и минералы;Внутрь;A11JB;;Без рецепта
54;DV/X 09446/11/21;30.11.2026;Назо B12;Спрей назальный дозированный;Troikaa Pharmaceuticals LTD Индия;Troikaa Pharmaceuticals LTD Индия;Витамины;Назальное;B03BA05;Мекобаламин;Без рецепта
55;DV/X 10212/10/22;28.10.2027;Нейромед;Капсулы;ИП УП Мед-интерпласт Республика Беларусь;ИП УП Мед-интерпласт Республика Беларусь;Витамины;Внутрь;A11EA;Витамины группы B;Без рецепта
56;DV/M 01221/12/16;14.02.2027;АСКОРУТИН;Таблетки;ООО Lafz Узбекистан;ООО Lafz Узбекистан;Витамин;Внутрь;C05CA51;Рутозид в комбинации со средствами;Без рецепта
57;DV/X 10324/12/22;21.12.2027;Сандроп Д3;Капли для приема внутрь;World Medicine Ilac San. ve Tic.1 A.S. Турция;World Medicine Ilac San. ve Tic.1 A.S. Турция;Препараты, влияющие на пищеварительный тракт и обмен веществ. Витамины. Витамин D  и его производные. Холекальциферол.;Внутрь;A11CC05;Колекальциферол;Без рецепта
58;DV/X 10267/11/22;30.11.2027;MB6;Таблетки покрытые пленочной оболочкой;Corona Remedies Pvt. Ltd. Индия;Serene Healthcare Pvt. Ltd. Индия;Витамины и минералы;Внутрь;A11JB;;Без рецепта
59;DV/X/TO 10070/08/22;16.08.2027;O-252 Лайф Фактор;Капсулы;Co., Ltd. SUPREME PHARMATECH Таиланд;Co., Ltd. SUPREME PHARMATECH Таиланд;Поливитаминное средство+минералы;Внутрь;;;Без рецепта
60;DV/M 02424/02/19;Бессрочно;АСКОРУТИН;Таблетки;ООО Zunnur SERVIS FARM Узбекистан;ООО Zunnur SERVIS FARM Узбекистан;Витамин;Внутрь;A11GB;Аскорбиновая кислота (витамин С) в комбинации со средствами;Без рецепта
61;DV/X 10386/05/23;05.05.2028;КОЛЕДАН;капсулы;World Medicine Ilac San. ve Tic. A.S. Турция;World Medicine Ilac San. ve Tic. A.S. Турция;Средства, влияющие на пищеварительную систему и метаболизм. Витамин D и его аналоги;Внутрь;A11CC05;Колекальциферол;Без рецепта
62;DV/X 10439/06/23;08.06.2028;АЕВИТ;Капсулы;ЗАО МЕЛИГЕН Фармацевтическое предприятие Российская Федерация;ЗАО МЕЛИГЕН Фармацевтическое предприятие Российская Федерация;Поливитаминное средство;Внутрь;A11JA;;Без рецепта
63;DV/X 10464/06/23;08.06.2028;ВИТАМИН Е;Капсулы;УП Минскинтеркапс Республика Беларусь;УП Минскинтеркапс Республика Беларусь;Витамин;орально;A11HA03;Витамин Е;Без рецепта
64;DV/X 10509/07/23;14.07.2028;Д-Кальцин;Гранулы;World Medicine Ilac San. ve Tic.1 A.S. Турция;World Medicine Ilac San. ve Tic.1 A.S. Турция;Витамины и минералы;Внутрь;A11JB;;Без рецепта
65;DV/M 04910/04/25;Бессрочно;Аскорутин SMP;Таблетки;ООО SULTON MEDPHARM Узбекистан;SULTON MEDPHARM MCHJ;Витамины;Перорально;C05CA51;Рутозид в комбинации со средствами;Без рецепта
66;DV/M 02173/06/18;22.02.2030;ВИТАМИН E-LIK;Капсулы;ООО Lekinterkaps Узбекистан;ООО Lekinterkaps Узбекистан;Витамин;Внутрь;A11HA03;Витамин Е;Без рецепта
67;DV/X 10370/04/23;27.04.2028;Гинсомин ева;Капсулы мягкие желатиновые;Mega Lifesciences Public Company Limited Таиланд;Mega Lifesciences Public Company Limited Таиланд;Витаминно-минеральный комплекс с экстрактом женьшеня;Внутрь;A11AB;;Без рецепта
68;DV/M 02393/12/18;30.09.2030;Элкарнит;Раствор для приема внутрь;ООО Mediofarm Узбекистан;ООО Mediofarm Узбекистан;Витамины и метаболические средства;;A16AA01;Левокарнитин;Без рецепта
69;DV/X/TO 10944/05/25;19.05.2030;В12 Анкерманн;Таблетки покрытые пленочной оболочкой;A.S. Saneca Pharmaceuticals Словакия;Worwag Pharma GmbH & Co. KG Германия;Противоанемическое действие, витамин В12;;B03BA01;Цианокобаламин;Без рецепта
70;DV/M 04136/06/22;16.06.2027;Детривелл baby;Капли для приема внутрь;ООО Mediofarm Узбекистан;ООО Mediofarm Узбекистан;Витамин;Внутрь;A11CC05;Колекальциферол;Без рецепта
71;DV/X 09036/06/21;15.06.2026;ЭМФЕТАЛ;Таблетки покрытые пленочной оболочкой;S.R.L. S.C.World Medicine Europe Румыния;LTD World Medicine Великобритания;Витамины;Внутрь;A11AA;Поливитамины в комбинации с минеральными веществами;Без рецепта
Сурги воситалари;;;;;;;;;;;
1;DV/X 03719/11/17;14.11.2027;ДЮФАЛАК® Mama & Baby;Раствор для приема внутрь;Abbott Biologicals B.V. Нидерланды;Abbott Laboratories GmbH Швейцария;Слабительное средство;Внутрь;A06AD11;Лактулоза;Без рецепта
2;DV/M 00687/03/16;23.04.2026;СЕНАМАКС;Таблетки;ООО Herbal Pharma Узбекистан;ООО Herbal Pharma Узбекистан;Слабительное средство;Внутрь;A06AB06;Сеннозиды А И В;Без рецепта
3;DV/X 02568/01/17;04.03.2027;Дюфалак®;Сироп;Abbott Healthcare Products B.V. Нидерланды;Abbott Laboratories GmbH Швейцария;Слабительное средство;Внутрь;A06AD11;Лактулоза;Без рецепта
4;DV/M 01662/07/17;29.06.2027;ЛАКТУЛОЗА;Сироп;ООО radiks Узбекистан;ООО radiks Узбекистан;Слабительное средство;Внутрь;A06AD11;Лактулоза;Без рецепта
5;DV/M 00186/06/15;Бессрочно;Сенадексин;Таблетки;ООО Dentafill Plyus2 Узбекистан;ООО Dentafill Plyus Узбекистан;Слабительное средство растительного происхождения;Внутрь;A06AB06;Сеннозиды А И В;Без рецепта
6;DV/M 02397/12/18;19.09.2030;КАСТОРОВОЕ МАСЛО-LIK;Жидкость;ООО Lekinterkaps Узбекистан;ООО Lekinterkaps Узбекистан;Слабительное средство;Внутрь;A06AB05;Касторовое масло;Без рецепта
7;DV/M 02909/12/19;Бессрочно;СЕНАДЕКСИН SD;Таблетки;ООО Sharq Darmon Узбекистан;ООО Sharq Darmon Узбекистан;Слабительные средства. Контактные слабительные средства. Сеннозиды А и В;Внутрь;A06AB06;Сеннозиды А И В;Без рецепта
8;DV/X 03226/07/17;05.11.2026;ПЕРИСТАЛИД;Сироп;S.A. Laboratorios Basi Industria Farmaceutica Аргентина;GM Pharmaceuticals LTD Грузия;Слабительное средство;Внутрь;A06AD11;Лактулоза;Без рецепта
9;DV/M 02204/07/18;07.03.2030;MR БИСАКОДИЛ;Суппозитории ректальные;ООО Merrymed Farm Узбекистан;ООО Merrymed Farm Узбекистан;Слабительное средство;Ректальное;A06AB02;Бисакодил;Без рецепта
10;DV/M 02959/12/19;Бессрочно;КАСТОРОВОЕ МАСЛО;Масло;ООО radiks Узбекистан;ООО radiks Узбекистан;Слабительные. Контактные слабительные. Касторовое масло;Внутрь;A06AB05;Касторовое масло;Без рецепта
11;DV/M 01089/10/16;05.11.2026;ЛИКОСЛАБ-LIK;Капли для приема внутрь;ООО Lekinterkaps Узбекистан;ООО Lekinterkaps Узбекистан;Слабительное средство;Внутрь;A06AB08;Натрия пикосульфат;Без рецепта
12;DV/M 01464/04/17;25.05.2027;Салудакс;Капли для приема внутрь;ООО Mediofarm Узбекистан;ООО Mediofarm Узбекистан;Слабительное средство;Внутрь;A06AB08;Натрия пикосульфат;Без рецепта
13;DV/X 03341/07/17;29.06.2027;РАДИРЕКС®;Таблетки;"S.A. Wroclaw Herb Factory ""Herbapol"" Польша";"S.A. Wroclaw Herb Factory ""Herbapol"" Польша";Слабительное средство;Внутрь;A06AB;Контактные слабительные средства;Без рецепта
14;DV/X 03442/08/17;14.10.2027;БИСАКОДИЛ-НИЖФАРМ;Суппозитории ректальные;АО Нижфарм Российская Федерация;АО Нижфарм Российская Федерация;Слабительное средство;Ректальное;A06AB02;Бисакодил;Без рецепта
15;DV/X 05639/01/19;07.03.2030;БИСАКОДИЛ;Суппозитории ректальные;ООО Фармаприм Республика Молдова;ООО Фармаприм Республика Молдова;Слабительное средство;Ректальное;A06AB02;Бисакодил;Без рецепта
16;DV/M 01628/07/17;19.07.2027;MR ГЛИЦЕРИН;Суппозитории ректальные;ООО Merrymed Farm1 Узбекистан;ООО Merrymed Farm1 Узбекистан;Слабительное средство;Ректальное;A06AG04;Глицерол;Без рецепта
17;DV/X 01214/12/15;21.01.2026;ГУТТАЛАКС®;Капли для приёма внутрь, раствор;S.R.L. Istituto De Angeli Италия;АО Санофи Российская Федерация;Слабительное средство;Внутрь;A06AB08;Натрия пикосульфат;Без рецепта
18;DV/M 02307/10/18;19.09.2030;ВАЗЕЛИНОВОЕ МАСЛО-LIK;Жидкость;ООО Lekinterkaps Узбекистан;ООО Lekinterkaps Узбекистан;Слабительное средство;Внутрь;A06;Слабительные средства;Без рецепта
19;DV/M 02279/09/18;Бессрочно;ГЛИЦЕРИН;Суппозитории ректальные;ООО Radiks Узбекистан;ООО Radiks Узбекистан;Слабительное средство;Ректальное;A06AA;Препараты, размягчающие каловые массы;Без рецепта
20;DV/M 02222/07/18;Бессрочно;БИСАКОДИЛ;Суппозитории ректальные;ООО Radiks Узбекистан;ООО Radiks Узбекистан;Слабительное средство;Ректальное;A06AB02;Бисакодил;Без рецепта
21;DV/X 01120/12/15;12.02.2026;МОВИПРЕП®;Порошок для приготовления раствора для приема внутрь;GmbH Takeda Osteurope Holding Австрия;GmbH Takeda Osteurope Holding Австрия;Слабительное средство;Внутрь;A06AD65;Макрогол в комбинации со средствами;Без рецепта
22;DV/X 05112/10/18;31.10.2029;ЛЕГКОЛАКС;Порошок для орального раствора;ПАО Киевмедпрепарат Украина;ПАО Киевмедпрепарат Украина;Слабительные средства. Осмотические слабительные средства. Макрогол;Перорально;A06AD15;Макрогол;Без рецепта
23;DV/X 02698/02/17;13.04.2027;ИСПАХАСК АПЕЛЬСИНОВЫЙ;Гранулы для приготовления суспензии для приёма внутрь;LTD Rusan Pharma Индия;LTD Rusan Pharma Индия;Слабительное средство;Внутрь;A06AC01;Исфагула (подорожника овального или блошного семена);Без рецепта
24;DV/M 02338/11/18;30.04.2030;ГЛИЦЕРИН-LIK;Раствор;ООО Lekinterkaps Узбекистан;ООО Lekinterkaps Узбекистан;Пищеварительный тракт и обмен веществ. Слабителбные средства.  Другие слабительныи средства. Глицерол;;D11AX;Прочие препараты применяемые в дерматологии;Без рецепта
25;DV/M 03816/06/21;15.06.2026;КАСТОРОВОЕ МАСЛО;Масло;ООО Lafz Узбекистан;ООО Lafz Узбекистан;Слабительное средство;Внутрь;A06AB05;Касторовое масло;Без рецепта
26;DV/M 03663/02/21;02.02.2026;ДЮФАЛАКТУЛОЗА;Сироп;ЧП Ziyo Nur Farm Узбекистан;ЧП Ziyo Nur Farm Узбекистан;Слабительное средство;Внутрь;A06AD11;Лактулоза;Без рецепта
27;DV/M 03818/06/21;15.06.2026;КАСТОРОВОЕ МАСЛО;Масло;ЧП Ko'hna Beshrabot Узбекистан;ЧП Ko'hna Beshrabot Узбекистан;Слабительное средство;Внутрь;A06AB05;Касторовое масло;Без рецепта
28;DV/M 03745/03/21;01.03.2026;КАСТОРОВОЕ МАСЛО;Масло;ЧП Ziyo Nur Farm Узбекистан;ЧП Ziyo Nur Farm Узбекистан;Слабительное средство;Внутрь;A06AB05;Касторовое масло;Без рецепта
29;DV/X 09237/08/21;04.08.2026;БИСАКОДИЛ;Суппозитории ректальные;ПАО Монфарм Украина;ООО УКРФАРМЭКСПОРТ Украина;Слабительное средство;;A06AB02;Бисакодил;Без рецепта
30;DV/M 01401/03/17;29.03.2027;СЕНАДЕКСИН;Таблетки;ООО radiks Узбекистан;ООО radiks Узбекистан;Слабительное средство растительного происхождения;;A06AB06;Сеннозиды А И В;Без рецепта
31;DV/M 03930/10/21;11.10.2026;ГЛИЦЕРИН;Жидкость;ООО TANDEM PHARM MCHJ Узбекистан;ООО TANDEM PHARM MCHJ Узбекистан;Слабительное средство;;;;Без рецепта
32;DV/X 09855/05/22;13.05.2027;Глицелакс®;Суппозитории ректальные;ЗАО Московская фармацевтическая фабрика Российская Федерация;ЗАО Московская фармацевтическая фабрика Российская Федерация;Слабительное средство;Ректальное;A06AX01;Глицерол;Без рецепта
33;DV/X 10344/12/22;21.12.2027;ФАРО-ЛАКС;Гранулы для приготовления раствора для приема внутрь;LTD Maneesh Pharmaceuticals Индия;LLP Faromed Lifesciences Индия;Слабительное средство;Внутрь;A06AB58;Натрия пикосульфат в комбинации со средствами;Без рецепта
34;DV/M 04906/03/25;Бессрочно;Бисокадил-SD;Таблетки покрытые пленочной оболочкой;ООО Sharq Darmon Узбекистан;ООО Sharq Darmon Узбекистан;слабительные средства контактного действия;Внутрь;A06AB02;Бисакодил;Без рецепта
35;DV/M 04762/12/24;Бессрочно;ГЛИЦЕРИН SD;Суппозитории ректальные;ООО Sharq Darmon1 Узбекистан;ООО Sharq Darmon1 Узбекистан;Слабительное средство;Ректальное;A06AG04;Глицерол;Без рецепта
36;DV/X 10818/12/24;20.12.2029;Лакс;Капли для приема внутрь;Ветпром АД Болгария;Danhson-BG OOD Болгария;Слабительные средства. Контактные слабительные средства;Внутрь;A06AB08;Натрия пикосульфат;Без рецепта
37;DV/X 04331/05/18;18.11.2029;Свифтолак;Раствор для приема внутрь;Shreya Life Sciences Pvt. Ltd. Индия;Shreya Life Sciences Pvt. Ltd. Индия;Слабительное средство;Внутрь;A06AD11;Лактулоза;Без рецепта
38;DV/X 04486/06/18;22.06.2028;ПИКОЛАКС®;Капли оральные;АО Фармак Украина;АО Фармак Украина;Слабительное средство;Внутрь;A06AB08;Натрия пикосульфат;Без рецепта
